1	-68.91
2	-68.82
3	-68.72
4	-68.63
5	-68.53
6	-68.43
7	-68.34
8	-68.24
9	-68.15
10	-68.06
11	-67.96
12	-67.87
13	-67.77
14	-67.68
15	-67.59
16	-67.49
17	-67.40
18	-67.31
19	-67.22
20	-67.13
21	-67.03
22	-66.94
23	-66.85
24	-66.76
25	-66.67
26	-66.58
27	-66.49
28	-66.40
29	-66.31
30	-66.22
31	-66.13
32	-66.04
33	-65.95
34	-65.86
35	-65.77
36	-65.68
37	-65.59
38	-65.51
39	-65.42
40	-65.33
41	-65.24
42	-65.16
43	-65.07
44	-64.98
45	-64.89
46	-64.81
47	-64.72
48	-64.63
49	-64.55
50	-64.46
51	-64.38
52	-64.29
53	-64.20
54	-64.12
55	-64.03
56	-63.95
57	-63.86
58	-63.78
59	-63.69
60	-63.61
61	-63.52
62	-63.44
63	-63.36
64	-63.27
65	-63.19
66	-63.10
67	-63.02
68	-62.94
69	-62.85
70	-62.77
71	-62.69
72	-62.61
73	-62.52
74	-62.44
75	-62.36
76	-62.28
77	-62.19
78	-62.11
79	-62.03
80	-61.95
81	-61.87
82	-61.78
83	-61.70
84	-61.62
85	-61.54
86	-61.46
87	-61.38
88	-61.30
89	-61.22
90	-61.14
91	-61.05
92	-60.97
93	-60.89
94	-60.81
95	-60.73
96	-60.65
97	-60.57
98	-60.49
99	-60.41
100	-60.33
101	-60.26
102	-60.18
103	-60.10
104	-60.02
105	-59.94
106	-59.86
107	-59.78
108	-59.70
109	-59.62
110	-59.54
111	-59.47
112	-59.39
113	-59.31
114	-59.23
115	-59.15
116	-59.08
117	-59.00
118	-58.92
119	-58.84
120	-58.76
121	-58.69
122	-58.61
123	-58.53
124	-58.45
125	-58.38
126	-58.30
127	-58.22
128	-58.15
129	-58.07
130	-57.99
131	-57.92
132	-57.84
133	-57.76
134	-57.69
135	-57.61
136	-57.53
137	-57.46
138	-57.38
139	-57.31
140	-57.23
141	-57.15
142	-57.08
143	-57.00
144	-56.93
145	-56.85
146	-56.77
147	-56.70
148	-56.62
149	-56.55
150	-56.47
151	-56.40
152	-56.32
153	-56.25
154	-56.17
155	-56.10
156	-56.02
157	-55.95
158	-55.87
159	-55.80
160	-55.73
161	-55.65
162	-55.58
163	-55.50
164	-55.43
165	-55.35
166	-55.28
167	-55.21
168	-55.13
169	-55.06
170	-54.98
171	-54.91
172	-54.84
173	-54.76
174	-54.69
175	-54.61
176	-54.54
177	-54.47
178	-54.39
179	-54.32
180	-54.25
